nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_3_e,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dlv_p,o_dlv_e,o_hops,legs
190,4598,442,370,150,163,610,145,147,128,127,58,330,360,349,0,0,0,0,4438,4739,4583,90,202,671,800,472,700,3780,6523,1,3
191,12642,1661,1069,240,769,815,845,735,371,460,395,300,330,555,0,0,0,0,14585,1635,1600,300,298,371,855,788,308,4020,134,2,2
192,10241,1394,1319,240,247,798,745,529,815,0,0,0,0,0,0,0,0,0,10111,608,363,120,240,236,90,159,815,5160,246,2,2
193,8671,1585,233,300,1616,555,805,667,371,1610,1532,210,233,663,14669,14620,300,0,1079,4700,4535,240,382,371,995,923,128,3960,1558,2,1
194,8547,888,282,150,696,485,175,251,256,1490,1390,300,373,431,705,67,150,0,5862,2129,1857,240,513,256,885,339,423,3720,9064,2,3
195,13540,30,52,300,351,476,1005,886,671,4300,4401,300,155,476,1414,847,90,0,12913,5447,5290,90,253,671,815,737,700,3780,70,1,3
196,12639,624,777,780,598,349,780,648,187,0,0,0,0,0,0,0,0,0,4855,3661,3376,155,382,187,1135,966,349,1740,522,2,3
197,9438,163,175,150,115,614,455,180,815,0,0,0,0,0,0,0,0,0,4096,831,163,240,865,815,255,240,610,5160,75,2,1
198,13343,3485,3155,240,530,441,970,871,128,0,0,0,0,0,0,0,0,0,1437,779,181,150,704,571,125,226,128,4230,961,1,1
199,14337,691,507,90,264,700,1935,1424,431,1630,1649,300,232,690,0,0,0,0,8265,347,122,90,305,431,1780,1416,700,3780,894,2,1
200,11238,3699,2988,150,809,238,435,299,128,1037,464,150,689,571,0,0,0,0,460,913,79,240,1053,789,1040,1540,128,3960,179,2,2
201,243,411,354,300,284,476,975,758,815,848,317,780,1187,778,7199,6332,90,0,6968,1196,1318,300,128,576,840,648,144,4080,2364,1,2
202,3587,767,481,90,342,700,1865,1380,431,0,0,0,0,0,0,0,0,0,6290,496,316,180,295,431,1250,871,149,6680,94,1,3
203,14518,831,211,90,668,485,1250,906,700,17550,17000,90,571,349,1828,904,90,0,2281,1902,183,90,1778,700,915,549,597,3780,1768,1,1
204,1072,59,167,240,73,770,390,158,128,0,0,0,0,0,0,0,0,0,11706,1732,1552,240,392,809,740,637,128,3960,293,1,3
205,11559,139,141,150,94,128,765,666,610,0,0,0,0,0,0,0,0,0,1276,94,40,150,144,610,120,116,134,2850,970,2,1
206,671,575,528,300,310,555,740,690,371,396,231,135,266,815,0,0,0,0,436,4345,4300,300,313,371,855,701,308,2070,3789,1,1
207,12188,3088,2955,240,339,809,725,658,128,0,0,0,0,0,0,0,0,0,10714,2644,1940,210,851,134,730,593,609,4080,1140,2,2
208,11219,743,268,300,711,485,135,117,377,818,453,420,722,485,141,46,150,0,8515,214,160,110,105,377,285,141,485,5160,187,1,1
209,5675,1321,1239,150,191,413,700,690,128,0,0,0,0,0,0,0,0,0,7924,5047,3267,90,1770,281,1360,1161,700,3780,8190,1,3
210,14661,543,334,300,449,403,1155,962,815,1049,163,180,1006,597,0,0,0,0,11764,34522,33572,90,980,815,1210,1107,700,3780,5573,2,1
211,13791,320,0,240,514,490,1035,939,128,722,69,240,829,815,1607,1731,390,0,508,1075,368,150,802,391,100,116,128,4230,12852,2,2
212,3533,2679,191,240,2682,815,760,751,609,380,12,420,756,349,1116,133,240,0,5547,371,163,150,308,609,500,500,128,4230,1117,2,3
213,12455,723,645,240,272,700,890,1032,128,1609,142,240,1662,411,0,0,0,0,13868,214,177,120,95,727,125,173,101,2880,2339,2,3
214,6529,80,20,240,251,128,970,754,456,357,326,240,181,173,366,136,420,0,5900,5547,4580,90,993,456,905,527,700,3780,571,1,2
215,7115,138,68,240,246,783,255,154,815,1087,183,300,1164,413,0,0,0,0,9448,10287,9632,240,849,128,860,867,628,3960,3415,2,3
216,6545,618,424,90,232,700,1275,822,815,0,0,0,0,0,0,0,0,0,4078,670,75,240,778,815,380,228,524,5460,410,1,2
217,309,902,110,240,973,456,1030,961,128,2243,1634,180,739,149,0,0,0,0,7172,7390,6062,90,1357,233,1370,1083,700,3780,20089,1,1
218,7567,131,56,150,163,614,455,220,815,233,131,150,193,431,0,0,0,0,9755,1366,325,240,1227,815,995,838,671,4680,7442,2,2
219,5058,1501,226,90,1314,538,950,694,700,0,0,0,0,0,0,0,0,0,7787,23277,21204,90,2111,233,1345,780,308,3780,6979,1,2
220,5370,112,47,150,189,128,685,575,783,0,0,0,0,0,0,0,0,0,4177,1948,269,240,238,783,1801,1879,256,3360,475,1,1
221,7481,1694,1555,300,395,431,811,537,256,863,401,90,498,700,0,0,0,0,7674,1020,155,300,1120,256,795,593,609,1140,117,1,1
222,871,427,185,165,352,555,850,550,815,185,80,150,220,128,793,377,90,0,10926,148,62,240,269,815,215,250,128,4890,164,1,2
223,2585,55,35,570,530,391,80,287,281,0,0,0,0,0,0,0,0,0,7273,622,432,180,305,134,1715,1555,349,1608,1497,1,3
224,6710,14387,13918,90,562,527,1380,1092,700,822,547,210,504,403,1086,83,240,0,13028,2019,1876,90,196,671,820,843,700,3780,2638,2,1
225,5461,126,55,1500,1511,371,1000,862,815,908,70,240,1030,456,0,0,0,0,13913,36978,37206,90,640,233,1470,1239,700,3780,98,2,3
226,11328,413,625,420,151,485,95,31,815,1055,310,300,981,493,101,12,240,0,2718,3020,3020,90,29,140,1135,727,700,3780,290,1,2
227,6591,4334,4135,90,238,700,1855,1375,281,755,749,180,120,485,830,50,240,0,12386,252,84,150,268,281,115,124,128,4230,1062,1,3
228,1649,1189,147,180,1162,628,970,729,349,0,0,0,0,0,0,0,0,0,13833,411,100,230,481,398,560,659,349,896,530,2,3
229,3923,199,39,240,354,815,295,174,527,230,198,150,133,134,871,50,135,0,7301,3192,2402,180,937,527,895,963,149,2580,1742,2,1
230,10412,1005,254,240,953,815,1020,820,671,0,0,0,0,0,0,0,0,0,3815,4577,4475,90,130,671,820,466,700,3780,736,2,3
231,4277,152,85,135,138,815,215,158,128,1069,378,150,796,134,1066,456,150,0,13969,5898,5303,240,790,128,860,842,628,3960,502,2,1
232,11858,1322,919,90,428,128,1225,1002,700,1324,419,90,935,281,1211,1137,150,0,13194,2575,1746,90,861,700,905,510,597,3780,6671,1,3
233,4178,1304,314,240,1176,815,1020,857,671,0,0,0,0,0,0,0,0,0,12133,2304,2293,180,190,671,930,884,349,550,5320,1,3
234,2573,77,40,240,219,815,270,136,391,0,0,0,0,0,0,0,0,0,2648,135,159,570,486,391,80,81,281,2850,67,1,1
235,1159,2955,1645,180,1468,597,935,758,308,38286,37491,90,855,233,0,0,0,0,8687,855,157,300,1004,308,930,971,597,2760,1257,2,1
236,7382,955,439,240,704,366,400,184,128,2740,2468,240,448,411,0,0,0,0,11993,2802,829,90,2088,128,1355,1248,700,3780,1533,1,2
237,10349,750,596,360,486,485,845,708,308,4800,5425,780,109,548,2250,2101,90,0,818,765,210,300,822,308,930,953,597,2760,2467,2,2
238,13753,1552,1192,300,600,609,820,633,815,199,52,150,237,431,0,0,0,0,10644,53,32,135,113,815,295,183,527,5220,112,1,3
239,8970,1470,1122,300,378,216,720,783,809,943,540,150,503,527,150,66,240,0,170,438,34,240,584,403,1075,892,815,5220,1145,1,2
240,8461,806,115,150,784,377,285,207,485,394,203,240,384,815,4415,4228,240,0,9546,305,163,360,483,485,750,564,609,1140,7566,2,3
241,7507,140,49,150,176,431,775,500,815,174,82,150,207,128,207,93,150,0,2565,132,62,240,245,815,515,200,140,6150,840,1,3
242,2068,1898,1582,90,341,597,1100,773,700,0,0,0,0,0,0,0,0,0,5392,3069,2287,180,912,527,895,782,149,4020,0,1,3
243,3598,4005,3805,90,247,700,815,403,206,0,0,0,0,0,0,0,0,0,5210,1459,757,90,751,206,805,449,700,3780,1226,2,1
244,8954,2250,486,90,1817,700,1270,820,281,1075,248,150,917,524,0,0,0,0,6614,4466,4343,240,303,281,1075,926,349,775,2474,2,1
245,5452,189,113,120,165,256,375,167,815,0,0,0,0,0,0,0,0,0,10444,715,100,240,805,815,215,123,774,5690,335,2,2
246,4010,761,66,240,888,815,290,230,485,5845,5847,300,336,609,866,126,240,0,6291,1571,807,90,795,485,1240,837,700,3780,1145,1,1
247,13916,566,446,150,210,721,721,470,815,1058,48,240,1196,815,1085,105,240,0,415,18996,17471,90,2617,476,1120,945,128,3780,162,1,3
248,10342,861,112,240,932,815,265,125,391,230,217,240,215,815,0,0,0,0,541,2393,241,150,2247,391,100,128,128,4230,11230,1,3
249,13353,1697,1592,240,302,441,970,744,128,0,0,0,0,0,0,0,0,0,3566,582,461,240,178,261,1710,406,128,3660,10379,2,2
250,5737,841,283,150,689,134,165,213,128,1144,130,240,1206,815,0,0,0,0,13466,245,230,300,282,609,695,463,527,1140,63,2,1
251,10058,244,67,135,289,815,290,366,485,224,115,150,200,281,93,66,135,0,7021,2489,2102,180,524,485,885,520,149,6960,4013,1,2
252,5541,1548,347,240,1438,411,910,632,128,1559,1479,150,177,411,0,0,0,0,10604,2012,574,90,1468,128,1630,1383,700,3780,226,2,3
253,6644,12045,9374,90,2742,233,1365,1221,700,415,115,90,365,431,0,0,0,0,13186,2714,2267,90,484,700,605,189,698,3780,1718,1,2
254,878,5064,4789,240,492,134,435,271,128,0,0,0,0,0,0,0,0,0,14391,599,20,240,795,128,1050,649,561,3960,3575,1,2
255,8216,1426,0,300,1686,299,815,938,815,519,181,240,512,476,0,0,0,0,11734,24649,23733,90,946,815,1210,1056,700,3780,505,1,1
256,4636,1023,107,240,1107,815,890,839,597,345,110,420,618,349,1008,390,270,0,3354,1238,157,150,1179,597,725,741,128,4230,3075,1,2
257,1020,1737,1451,300,539,753,1275,1340,128,1732,1202,90,560,308,0,0,0,0,6048,303,390,90,547,233,1370,1094,700,3780,1325,2,3
258,6933,2340,28,240,2513,128,960,679,597,1188,709,180,770,527,980,920,180,0,5071,1069,200,180,989,597,1050,1445,815,5040,1722,2,2
259,5007,124,62,240,234,476,975,799,815,3809,1065,180,2864,597,377,84,165,0,10899,1052,94,240,1139,815,995,1036,671,4680,1236,1,3
260,10252,2178,455,90,1754,187,750,553,700,1500,1061,90,469,485,1123,298,90,0,14321,841,407,90,471,700,1175,888,423,3780,7593,1,3
261,3244,898,177,240,912,456,1015,787,128,68,43,240,202,815,0,0,0,0,14028,620,68,240,755,128,785,492,809,3960,1699,1,3
262,4838,789,145,150,748,256,110,1299,128,1866,1570,150,416,700,0,0,0,0,200,95,445,600,200,667,420,288,555,1920,4333,1,2
263,1714,123,66,150,173,128,765,585,610,0,0,0,0,0,0,0,0,0,9334,695,148,150,637,610,500,600,349,385,243,2,2
264,3692,4843,4177,90,731,700,860,470,413,111,13,240,302,128,2420,1902,180,0,3686,576,470,90,194,413,870,542,700,3780,1739,1,1
265,2572,111,70,135,116,815,195,188,233,0,0,0,0,0,0,0,0,0,13848,36913,35856,90,1187,233,1450,1047,700,3780,5767,2,3
266,1478,1412,258,90,1184,815,1210,993,700,0,0,0,0,0,0,0,0,0,2200,5036,4261,90,800,700,1155,740,426,3780,60,2,1
267,229,302,208,240,270,476,975,716,815,0,0,0,0,0,0,0,0,0,4517,219,44,240,355,815,190,127,580,5160,816,1,1
268,7328,343,214,180,249,134,495,517,349,642,538,170,214,134,0,0,0,0,5768,1220,675,330,846,349,1339,994,548,526,934,1,1
269,5996,154,48,120,126,228,890,780,597,1318,381,240,1142,128,1140,1069,240,0,14406,941,164,300,1033,597,995,1385,128,3960,974,1,2
270,6899,1426,24,240,1697,128,970,751,456,7645,5398,420,2624,349,0,0,0,0,3384,958,147,240,993,456,1015,720,128,3960,468,1,3
271,4909,268,76,270,398,216,735,572,815,1037,361,150,766,597,0,0,0,0,2998,64,60,135,82,815,380,304,524,5460,876,2,2
272,5073,2521,227,180,2414,597,1050,821,815,2868,1205,180,1767,476,189,162,150,0,9961,115,32,135,171,815,515,248,140,6150,805,1,2
273,3765,1303,117,240,1371,815,620,614,216,865,595,360,600,485,0,0,0,0,13790,265,134,300,389,216,640,437,485,1140,41,1,3
274,1655,97,0,240,181,787,1305,1401,349,630,512,180,256,695,2257,1286,150,0,4192,4527,4141,240,583,548,920,830,128,3960,88,1,2
275,7087,1625,500,150,1263,413,730,707,128,5361,4263,150,1214,413,1357,1203,240,0,1894,1036,203,240,1025,128,895,718,800,3960,1049,1,3
276,12648,3035,2832,240,377,445,995,829,128,191,72,270,332,216,2567,1391,90,0,1662,104,15,150,194,128,150,172,238,4230,892,1,3
277,9377,1443,1043,240,608,128,790,546,431,1900,918,300,1222,128,2299,1789,150,0,10192,4343,1244,240,3279,798,745,705,815,5250,1424,1,3
278,5804,55,99,155,51,134,100,91,281,272,177,150,191,128,151,141,240,0,1048,5479,4870,90,700,527,1380,1050,700,3780,11200,2,3
279,5135,6053,4558,260,257,431,1045,500,256,245,213,300,336,555,3380,3047,300,0,5516,401,71,180,450,256,680,52,815,2880,15856,2,3
280,9594,735,279,300,696,476,720,783,349,1187,1613,1470,979,609,0,0,0,0,11170,631,93,270,752,349,930,1011,456,435,2544,2,3
281,11793,7080,4604,300,2737,809,645,535,201,0,0,0,0,0,0,0,0,0,3490,7613,4621,180,326,201,1170,650,256,600,135,1,2
282,1989,20680,20496,90,208,113,1130,750,700,1933,1692,90,301,413,7036,6912,90,0,2475,2298,2057,90,318,700,860,517,413,3780,53,1,1
283,11218,1390,1490,315,174,575,800,693,555,0,0,0,0,0,0,0,0,0,184,2795,2498,300,536,555,855,668,815,5160,140,1,3
284,9437,164,184,150,107,614,455,181,815,159,38,240,293,476,0,0,0,0,12001,1209,123,90,1119,815,1220,1044,700,3780,0,2,1
285,2814,74,0,150,164,166,130,130,128,2516,635,240,2101,128,0,0,0,0,10552,1260,1160,240,387,805,835,684,128,3960,3600,1,2
286,9572,1182,675,90,537,299,820,461,700,0,0,0,0,0,0,0,0,0,10086,2909,1996,90,945,281,1200,983,700,3780,885,2,2
287,7770,80,55,150,114,281,75,317,366,446,142,150,408,809,0,0,0,0,7841,840,415,240,609,366,400,166,128,3840,20545,2,1
288,11655,900,826,240,304,752,585,691,128,0,0,0,0,0,0,0,0,0,10233,1913,1692,90,291,413,860,468,700,3780,986,2,2
289,7932,873,316,90,590,403,700,339,700,0,0,0,0,0,0,0,0,0,14656,803,405,90,433,700,800,541,635,3780,2970,2,1
290,3475,514,217,90,349,700,1865,1333,431,4794,4516,90,317,700,0,0,0,0,876,1529,1367,300,395,431,765,561,815,3540,940,1,1
291,4693,830,291,240,722,815,265,123,391,0,0,0,0,0,0,0,0,0,2384,150,34,150,209,391,80,78,281,2880,40,2,2
292,4663,172,171,135,75,815,280,202,485,150,45,135,180,815,57,28,135,0,7019,955,542,180,564,485,885,753,149,6680,793,1,1
293,9403,4386,1089,240,3495,128,995,926,789,0,0,0,0,0,0,0,0,0,55,2517,1664,240,1083,789,1050,1286,128,3960,545,1,3
294,9138,285,111,150,278,727,125,161,128,2561,2283,180,406,281,0,0,0,0,8108,1544,1397,150,258,411,585,620,128,4230,5546,2,1
295,14348,1862,1292,90,613,485,1250,892,700,0,0,0,0,0,0,0,0,0,5947,4059,3732,360,627,700,1000,1072,349,550,5879,2,2
296,4614,1215,220,240,1178,815,265,189,614,0,0,0,0,0,0,0,0,0,9516,0,37,180,90,614,335,270,815,5100,1347,1,1
297,855,247,162,150,173,431,775,871,815,0,0,0,0,0,0,0,0,0,3004,148,106,240,229,815,290,390,485,5160,2003,2,1
298,2551,84,20,150,152,327,110,108,281,222,89,150,239,128,0,0,0,0,5753,5582,4566,90,1046,281,1200,809,700,3780,1705,1,1
299,6885,112,40,240,263,128,970,699,456,68,47,240,219,128,1311,1063,780,0,2705,2803,2068,240,942,456,1030,953,128,3960,192,2,2
300,4877,184,63,150,212,431,795,496,815,163,156,150,102,391,0,0,0,0,9934,2514,1322,240,1374,815,780,674,609,7680,2319,2,3
301,129,439,219,270,422,216,735,671,815,1464,491,540,1475,609,0,0,0,0,8346,1443,1360,210,233,663,450,519,500,5760,5417,1,2
302,14242,731,296,510,901,144,855,547,349,902,236,240,846,281,0,0,0,0,5950,405,383,240,163,238,1560,1046,349,621,900,3,2
303,3958,1054,278,240,959,815,760,742,609,1475,995,300,727,671,0,0,0,0,13741,8530,7535,300,1262,609,1055,1295,299,1200,518,2,2
304,316,437,0,300,668,609,830,831,815,1629,2468,1500,601,371,0,0,0,0,13416,522,426,120,156,236,390,144,815,5400,2475,1,2
305,3836,10241,8423,90,1848,281,1345,1322,700,1460,455,90,1035,815,0,0,0,0,3052,2924,2073,90,1070,742,665,639,113,3780,335,2,2
306,13981,221,320,240,144,233,1590,4044,128,1245,255,240,1180,815,967,232,420,0,9571,5025,4902,180,258,671,880,2024,299,6660,1429,1,2
307,3962,214,0,135,301,815,285,185,485,580,286,120,304,236,0,0,0,0,6221,1796,1139,90,689,485,1240,893,700,3780,66,1,3
308,4033,902,200,240,889,815,415,52,576,3510,3050,180,581,484,0,0,0,0,1574,3166,2296,240,1057,576,420,258,128,3960,2443,1,2
309,12628,1566,50,240,1759,456,1180,907,349,1246,204,240,1277,815,1174,268,240,0,9526,1265,1171,180,211,614,335,196,815,6365,391,2,2
310,0,3742,2769,300,1233,789,1050,1080,128,0,0,0,0,0,0,0,0,0,7606,2208,2288,330,215,349,942,776,671,348,6060,2,3
311,1861,440,239,90,367,308,1040,690,233,0,0,0,0,0,0,0,0,0,7870,4720,4406,90,861,233,875,500,699,3780,2373,1,1
312,6397,1937,1519,90,450,700,1240,829,815,1087,107,180,1100,597,1010,344,150,0,1600,1429,354,90,1105,815,1210,985,700,3780,22,1,1
313,3871,790,38,180,867,391,390,162,815,0,0,0,0,0,0,0,0,0,10169,1193,124,240,1255,815,995,875,671,4680,0,1,3
314,10087,552,234,120,328,236,90,84,815,92,61,135,116,815,0,0,0,0,5263,1170,799,300,624,485,725,621,798,3960,670,1,1
315,10746,219,181,155,139,134,100,109,281,0,0,0,0,0,0,0,0,0,12426,779,244,180,663,281,205,140,128,4140,477,1,2
316,3393,4138,358,240,3971,815,1020,899,671,0,0,0,0,0,0,0,0,0,12249,920,836,180,244,671,930,1004,349,550,5842,2,1
317,9735,292,82,240,387,815,195,255,233,0,0,0,0,0,0,0,0,0,7179,3172,2037,90,1183,233,1375,1129,700,3780,3541,1,1
318,7447,975,189,300,1049,256,895,854,308,13620,13548,360,399,485,3315,3120,300,0,14052,3584,306,90,3282,308,1040,746,233,3780,541,2,1
319,7169,1373,236,150,1268,413,730,688,128,672,157,240,693,815,215,140,150,0,10677,5819,1982,90,3877,128,1220,998,187,3780,4617,1,3
320,9158,1205,262,90,987,456,880,532,700,2607,1757,90,877,456,69,132,180,0,5545,1450,1340,180,238,411,670,756,128,4140,1441,1,3
321,13712,1605,596,300,1264,308,805,652,256,209,53,150,116,485,0,0,0,0,6077,5360,4384,240,1263,256,1255,944,413,3960,111,1,3
322,219,108,29,240,256,476,975,736,815,0,0,0,0,0,0,0,0,0,10767,692,52,240,821,815,290,125,281,5100,77,1,2
323,3057,882,726,90,244,671,815,680,700,1756,985,90,796,485,0,0,0,0,2321,967,546,90,463,700,625,207,174,3780,1811,1,1
324,1218,1494,970,290,731,299,555,643,349,1388,1320,360,368,441,0,0,0,0,8161,1017,488,150,636,349,50,67,815,5040,5923,1,2
325,2769,263,219,150,144,166,130,206,128,124,42,240,279,128,0,0,0,0,3690,2237,1817,90,464,413,885,813,700,3780,24,2,2
326,14220,1460,0,480,1848,476,990,746,349,6960,5690,1190,2400,411,915,528,150,0,7283,1783,1630,540,612,520,790,861,349,550,373,2,2
327,7398,4983,4634,240,530,366,390,136,128,0,0,0,0,0,0,0,0,0,3088,3979,3691,90,661,671,815,554,700,3780,728,1,3
328,680,645,570,180,195,151,840,280,308,235,28,180,327,151,395,395,180,0,1156,1345,1378,300,230,690,750,566,555,1140,7451,2,1
329,3432,2201,1893,90,359,700,1240,1038,281,99,42,150,143,391,0,0,0,0,12396,863,314,150,650,281,115,137,128,4140,4096,2,3
330,3830,8343,8086,90,293,671,815,571,700,3757,3426,90,704,671,0,0,0,0,811,1490,1560,300,193,308,770,198,555,1575,2454,2,2
331,12742,427,287,90,173,561,690,407,700,9303,6922,90,2402,609,2379,2226,90,0,5106,651,342,90,339,187,625,633,349,550,589,2,2
332,9940,675,92,240,764,815,385,250,524,85,70,135,88,815,700,700,180,0,8019,2251,1227,300,1288,524,765,638,144,4080,54582,1,3
333,9405,132,55,150,166,614,455,172,815,1227,60,180,1360,243,0,0,0,0,8779,1180,105,90,1105,815,1220,977,700,3780,31,1,3
334,5178,863,154,240,893,391,270,134,815,0,0,0,0,0,0,0,0,0,11293,654,562,150,195,485,115,35,815,4740,1444,1,2
335,8803,4763,3910,90,883,700,535,170,468,0,0,0,0,0,0,0,0,0,9467,328,285,150,144,468,965,1006,349,385,1050,2,1
336,6469,404,281,240,323,485,150,149,349,3746,2799,300,1207,789,0,0,0,0,11358,207,172,420,394,349,790,424,484,1265,1791,1,1
337,10978,1305,423,155,96,134,90,176,610,0,0,0,0,0,0,0,0,0,1268,1235,1115,150,219,610,150,144,128,4230,6982,1,2
338,14502,1378,1030,90,412,485,1250,883,700,2377,1537,150,928,787,0,0,0,0,9266,3188,2484,90,732,700,1240,786,281,3780,193,2,1
339,10281,519,587,240,116,366,630,552,134,639,339,360,620,485,0,0,0,0,81,1543,1207,300,575,609,825,684,815,5160,8541,1,2
340,13534,0,41,300,227,476,1005,825,671,0,0,0,0,0,0,0,0,0,2660,1550,845,300,957,671,1220,1338,476,1620,318,2,2
341,9867,149,65,135,154,815,390,580,770,3751,2953,240,978,456,0,0,0,0,1058,771,259,240,708,770,385,113,128,3960,100,3,1
342,5463,242,89,1500,1593,371,1000,885,815,1433,1110,300,555,609,419,75,300,0,3872,359,326,150,118,515,765,898,349,350,850,2,2
343,3007,205,138,120,121,727,210,194,485,245,0,300,631,798,0,0,0,0,7309,953,176,180,928,485,885,670,149,6680,794,2,3
344,13607,220,203,300,302,216,890,530,476,718,70,270,895,349,3146,1651,630,0,4395,8765,8285,300,718,671,1045,952,609,3030,9339,1,2
345,3353,1287,112,240,1381,571,749,642,413,1041,404,90,674,700,3257,2807,240,0,6080,519,377,90,187,413,870,516,700,3780,225,3,3
346,5355,86,96,240,195,128,115,82,815,0,0,0,0,0,0,0,0,0,4055,140,77,135,141,815,285,188,485,5160,128,2,3
347,425,1340,393,540,1455,609,975,757,349,0,0,0,0,0,0,0,0,0,11959,2001,1416,900,1395,388,630,485,349,414,208,1,1
348,12624,2306,1872,300,686,256,710,542,431,2792,2010,300,1090,256,678,416,90,0,2228,1727,113,90,1643,431,1780,1450,700,3780,85,2,1
349,16,1004,227,300,1067,789,1050,962,128,0,0,0,0,0,0,0,0,0,5488,2930,1583,240,1548,128,905,704,148,3960,1357,1,3
350,9410,192,186,150,96,614,455,185,815,0,0,0,0,0,0,0,0,0,10585,136,43,240,291,815,285,183,485,5160,1462,1,1
351,13062,2168,1973,90,316,671,820,530,700,0,0,0,0,0,0,0,0,0,3283,5987,4404,300,1835,698,935,933,349,550,5720,1,1
352,9977,1049,75,240,1155,815,995,797,671,999,67,240,1114,815,0,0,0,0,12447,2420,1919,120,580,671,890,921,349,355,4563,1,1
353,6146,2570,1932,180,500,485,885,647,149,1000,38,165,1012,281,1035,199,90,0,7657,6326,6134,90,250,413,860,566,700,3780,707,2,2
354,3733,698,37,180,802,128,265,268,815,1487,1360,240,402,371,334,251,180,0,4814,728,266,900,1267,388,2202,1487,628,353,502,1,3
355,8932,1194,355,90,886,700,585,130,257,0,0,0,0,0,0,0,0,0,12587,2941,1887,180,1184,257,950,815,149,6960,1282,1,3
356,5121,4917,4630,180,407,166,2010,1577,349,1352,594,120,878,233,0,0,0,0,3699,1879,1574,90,361,413,870,600,700,3780,9144,2,1
357,8077,1496,1406,150,193,411,585,625,128,245,142,150,208,583,0,0,0,0,12844,934,169,150,865,166,410,241,128,4230,2655,2,2
358,705,1136,831,240,485,548,715,708,349,0,0,0,0,0,0,0,0,0,12791,6886,5969,804,1689,349,1159,985,468,341,589,2,2
359,2868,639,506,180,253,671,780,774,349,0,0,0,0,0,0,0,0,0,3774,775,146,270,866,349,1042,1199,671,333,0,1,1
360,3420,924,93,240,1014,815,265,214,614,735,316,150,584,134,0,0,0,0,9442,209,57,150,245,614,455,178,815,3565,888,1,1
361,13773,1460,392,90,1103,128,1225,857,700,0,0,0,0,0,0,0,0,0,2086,1335,556,90,819,700,800,356,671,3780,1767,1,2
362,7821,5432,1584,300,1229,144,1095,532,490,2476,1425,300,1285,144,0,0,0,0,13930,169,0,240,375,490,1045,832,128,3960,4254,1,1
363,13220,8837,7174,150,1792,349,2165,791,144,871,1091,300,40,576,0,0,0,0,2756,1506,497,300,1266,144,715,594,327,4080,4227,2,2
364,2041,2725,718,420,2479,349,1160,856,597,0,0,0,0,0,0,0,0,0,11134,5998,153,220,6018,597,1080,1187,349,886,1130,1,2
365,1489,39492,36456,90,3067,815,1220,1038,700,374,150,150,321,727,0,0,0,0,10743,1636,1159,90,533,700,1080,734,113,3780,915,2,1
366,2752,241,54,150,387,166,165,133,128,0,0,0,0,0,0,0,0,0,8993,158,12,240,359,128,1045,837,700,3960,0,1,2
367,1759,877,229,240,834,456,1015,773,128,0,0,0,0,0,0,0,0,0,1040,7571,4054,90,3537,485,1240,900,700,3780,139,1,1
368,10298,72,50,210,172,809,470,492,349,959,655,360,601,700,926,241,180,0,10788,1471,553,330,1217,349,980,986,597,350,765,2,1
369,12007,3157,40,180,1397,388,600,447,349,0,0,0,0,0,0,0,0,0,239,129,18,240,277,476,975,915,815,5040,3618,1,3
370,4629,1179,243,240,1116,815,685,762,555,0,0,0,0,0,0,0,0,0,900,1532,1219,180,433,555,910,752,815,5315,1037,1,1
371,15,3905,3103,240,1001,789,1050,1153,128,4486,1754,240,2933,456,0,0,0,0,5657,1406,572,420,1233,349,1159,849,468,341,157,1,1
